Number or provisional designation in packed form,H absolute magnitude,G slope parameter,Epoch in packed form .0 TT,Mean anomaly at epoch in degrees,Argument of perihelion J2000.0 degrees,Longitude of ascending node J2000.0 degrees,Inclination to ecliptic J2000.0 degrees,Orbital eccentricity,Mean daily motion degrees per day,Semimajor axis AU,Uncertainty parameter U,Reference,Number of observations,Number of oppositions,Year of first observation,Year of last observation,Arc length days,RMS residual arcsec,Coarse indicator of perturbers blank if unperturbed one opposition object,Precise indicator of perturbers blank if unperturbed one opposition object,Computer name,Readable designation,Date of last observation included in orbit solution YYYYMMDD
K07L38H,7.8,0.15,K221L,1.60623,130.41555,122.99403,34.14951,0.7284021,0.00062432,135.5811516,1,MPO477580,44,7,2007,2019,-999,0.26,M-v,38h,MPCLINUX,2007 LH38,20190507
K07L38J,7.4,0.15,K221L,3.28218,118.33259,137.91821,31.49632,0.4726757,0.00158652,72.8067196,1,MPO477580,29,6,2005,2019,-999,0.15,M-v,38h,MPCLINUX,2007 LJ38,20190606
K07N07C,8.4,0.15,K221L,45.06102,287.77787,323.94674,6.26226,0.5059606,0.00487939,34.4264736,0,MPO473135,165,11,2007,2017,-999,0.19,M-v,38h,MPCLINUX,2007 NC7,20171113
K07RV4L,6.96,0.15,K221L,112.52346,34.29298,211.29847,21.02254,0.0355887,0.00379595,40.6994749,3,MPO640014,29,6,2006,2021,-999,0.5,M-v,3Ek,MPCLINUX,2007 RL314,20210808
K07RW6W,8.8,0.15,K221L,18.63757,72.48379,264.24071,20.49851,0.2433589,0.00311625,46.4210446,4,MPO659888,20,4,2007,2020,-999,0.29,M-v,3Ek,MPCLINUX,2007 RW326,20200921
K07RW6X,7.5,0.15,K221L,32.80229,53.24185,264.38334,25.02659,0.1645619,0.00310149,46.568119,3,MPO434922,24,4,2007,2017,-999,0.27,M-v,38h,MPCLINUX,2007 RX326,20171220
K07RW6Y,7.6,0.15,K221L,319.23368,175.35059,232.26822,25.46372,0.0722784,0.00402657,39.1302619,3,MPO562101,35,5,2007,2020,-999,0.26,M-v,38h,Alexanders,2007 RY326,20200812
K07RW6Z,8.2,0.15,K221L,348.25184,103.14445,296.28182,37.2449,0.3531589,0.00253499,53.2702593,2,MPO562101,33,5,2007,2020,-999,0.23,M-v,38h,Alexanders,2007 RZ326,20200812
K07Tf7Z,7.49,0.15,K221L,318.97519,28.08773,72.53297,22.27674,0.1319733,0.00366177,41.6878013,4,MPO649798,45,6,2006,2016,-999,0.46,M-v,3Ek,MPCLINUX,2007 TZ417,20161225
K07Tf8A,7.3,0.15,K221L,0.58664,297.35359,121.59269,21.97917,0.5066645,0.00158241,72.9329902,1,MPO477584,70,9,2006,2017,-999,0.18,M-v,38h,MPCLINUX,2007 TA418,20171212
K07Tf8B,6.0,0.15,K221L,298.43773,41.40543,94.58518,6.54297,0.4052771,0.00226797,57.3734541,5,MPO649798,37,6,2007,2017,-999,0.3,M-v,3Ek,MPCLINUX,2007 TB418,20170827
K07Tf8D,7.9,0.15,K221L,9.89807,277.19781,119.16074,15.10267,0.1936345,0.00291647,48.5173913,2,MPO599037,31,3,2007,2020,-999,0.15,M-v,38h,Rudenko,2007 TD418,20201114
K07Th1V,9.3,0.15,K221L,11.45648,2.15747,44.3294,1.80155,0.2361167,0.00395484,39.601954,2,MPO458550,30,4,2007,2017,-999,0.15,M-v,38h,MPCLINUX,2007 TV431,20171213
K07Th4C,7.1,0.15,K221L,4.00438,351.27108,16.20208,26.41512,0.7029556,0.00064053,133.2831221,1,MPO435553,58,6,2004,2017,-999,0.21,M-v,38h,MPCLINUX,2007 TC434,20170831
K07VU2J,6.9,0.15,K221L,7.36077,329.86547,59.2374,8.70406,0.073257,0.00344775,43.3955819,2,MPO419381,32,7,2006,2017,-999,0.21,M-v,38h,MPCLINUX,2007 VJ302,20170923
K07VU2K,6.99,0.15,K221L,121.29699,216.02672,61.35804,26.52654,0.0321838,0.00315933,45.9980606,4,MPO649804,29,5,2007,2018,-999,0.24,M-v,3Ek,MPCLINUX,2007 VK302,20180105
K07VU5K,5.7,0.15,K221L,64.55746,144.5421,172.13294,20.23734,0.3662095,0.00226462,57.4300288,1,MPO419381,80,10,1998,2008,-999,0.18,M-v,38h,MPCLINUX,2007 VK305,20081028
K08AB8Q,6.0,0.15,K221L,1.46184,196.99906,312.49384,24.64804,0.0566534,0.00371785,41.2675241,1,MPO599059,159,14,2003,2020,-999,0.24,M-v,38h,MPCLINUX,2008 AQ118,20201223
K08AD8U,6.7,0.15,K221L,209.02071,253.4864,50.45922,42.83189,0.3785631,0.00537583,32.2729887,3,MPO377792,30,5,2003,2016,-999,0.22,M-v,38h,MPCADO,2008 AU138,20160313
K08B18N,13.8,0.15,K221L,23.68538,282.20316,168.90706,28.73282,0.9253706,0.0047596,35.0017031,5,MPO149032,33,1,-999,-999,14,0.35,M-v,38h,MPCS,2008 BN18,20080213
K08J41O,8.4,0.15,K221L,354.14003,146.57618,153.18863,48.75288,0.5484261,0.00118696,88.3443995,2,MPO446904,37,5,2008,2016,-999,0.21,M-v,38h,MPCLINUX,2008 JO41,20160529
K08L18C,8.2,0.15,K221L,198.88198,3.22275,88.51126,27.51357,0.0790512,0.00596936,30.0965901,4,MPO402972,14,3,2008,2012,-999,0.2,M-v,38h,MPCLINUX,2008 LC18,20120722
K08UX2A,6.21,0.15,K221L,22.12973,227.00388,108.90532,30.76218,0.5189546,0.00146474,76.7884383,3,MPO649844,44,6,2008,2018,-999,0.34,M-v,3Ek,MPCLINUX,2008 UA332,20181107
K09DE3J,6.65,0.15,K221L,353.16024,84.48576,142.13558,17.65878,0.4297999,0.0018566,65.5627654,5,MPO659958,48,5,2003,2020,-999,0.45,M-v,3Ek,MPCLINUX,2009 DJ143,20200416
K09DE3L,7.6,0.15,K221L,125.1121,317.32806,111.51644,11.01955,0.0480064,0.00345306,43.3510473,2,MPO331287,28,3,2009,2015,-999,0.1,M-v,38h,MPCADO,2009 DL143,20150218
K09DE3N,8.8,0.15,K221L,351.53563,129.94779,95.09527,10.55947,0.1957453,0.00401031,39.2359291,2,MPO340183,21,3,2009,2015,-999,0.07,M-v,38h,MPCLINUX,2009 DN143,20150218
K09DE3R,7.54,0.15,K221L,291.53192,202.31348,82.80553,9.54748,0.16107,0.00308726,46.7111324,4,MPO623604,28,4,2009,2021,-999,0.31,M-v,3Ek,MPCLINUX,2009 DR143,20210512
K09DE3S,8.4,0.15,K221L,18.57044,76.33902,98.43933,10.99995,0.23861,0.00287589,48.9727169,3,MPO340183,29,3,2009,2015,-999,0.13,M-v,38h,MPCLINUX,2009 DS143,20150218
K09J18Z,7.79,0.15,K221L,357.80829,176.95486,37.1631,23.88299,0.2449767,0.00402014,39.1719322,3,MPO659963,89,13,2005,2021,-999,0.71,M-v,3Ek,MPCLINUX,2009 JZ18,20210508
K09J19E,7.0,0.15,K221L,335.31077,117.82243,144.53225,22.19376,0.301331,0.00398574,39.396992,2,E2021-M50,19,3,2003,2016,-999,0.13,M-v,38h,Veres,2009 JE19,20160608
K09K30K,7.1,0.15,K221L,54.70604,263.60691,259.77065,14.25106,0.3694695,0.00211624,60.0841492,4,MPO201130,40,3,2009,2011,-999,0.13,M-v,38h,MPCS,2009 KK30,20110604
K09K30L,7.5,0.15,K221L,177.27185,185.04261,255.46407,23.14399,0.1960565,0.00318468,45.7536042,7,MPO186002,30,2,2009,2010,-999,0.15,M-v,38h,MPCM,2009 KL30,20100611
K09K30N,7.9,0.15,K221L,11.86869,306.80531,284.75576,4.60782,0.5631168,0.00168564,69.9239407,1,MPO413613,51,4,2009,2017,-999,0.14,M-v,38h,MPCLINUX,2009 KN30,20170526
K09K30O,8.6,0.15,K221L,234.69549,340.86717,53.99491,9.38608,0.0714209,0.00333087,44.4048734,5,MPO201130,38,3,2009,2011,-999,0.12,M-v,38h,MPCS,2009 KO30,20110603
K09M10E,8.26,0.15,K221L,5.58499,348.26378,345.38673,14.50067,0.2413811,0.00621667,29.2930145,2,E2021-WA8,187,12,2009,2021,-999,0.73,M-v,3Ek,MPCLINUX,2009 ME10,20211128
K09M10F,6.1,0.15,K221L,32.44669,263.57938,320.81562,26.08028,0.5246125,0.00223798,57.8848295,6,MPO196016,11,2,2009,2010,-999,0.69,M-v,38h,MPCW,2009 MF10,20100819
K09M10G,7.0,0.15,K221L,29.5375,183.23444,84.41195,19.94181,0.3572482,0.00293025,48.3652378,2,E2021-M50,21,4,2009,2017,-999,0.27,M-v,38h,Veres,2009 MG10,20170703
K09UF6F,6.5,0.15,K221L,321.80927,14.90061,74.71038,1.29315,0.0198483,0.00349091,43.0371715,4,MPO327059,19,5,2005,2013,-999,0.68,M-v,38h,MPCADO,2009 UF156,20131006
K09WJ9X,18.72,0.15,K221L,25.54066,134.99881,222.92932,8.74072,0.9551617,0.0056134,31.3558703,9,MPO630349,13,1,-999,-999,1,0.39,M-v,3Ek,Pan,2009 WX199,20091127
K09X26M,7.9,0.15,K221L,27.24497,145.12273,282.34707,21.64396,0.4178465,0.00347116,43.2002328,1,MPO543505,62,10,2009,2020,-999,0.15,M-v,38h,Rudenko,2009 XM26,20200124
K09Y19G,6.2,0.15,K221L,18.30858,301.00699,99.17542,5.158,0.4102923,0.0023661,55.7759756,0,MPO503865,175,10,1995,2018,-999,0.21,M-v,38h,MPCLINUX,2009 YG19,20180110
K09Y26R,6.0,0.15,K221L,60.89202,288.93714,118.58239,18.68035,0.0516065,0.00372759,41.1955973,1,MPO599203,91,10,2009,2021,-999,0.11,M-v,38h,MPCLINUX,2009 YR26,20210115
K09Y26S,6.68,0.15,K221L,85.91372,249.63654,142.9678,6.56963,0.025142,0.00448068,36.4395921,2,MPO599203,103,9,2009,2021,-999,0.78,M-v,3Ek,Alexanders,2009 YS26,20210111
K09Y26T,6.6,0.15,K221L,6.47505,20.20244,85.04911,10.18966,0.1736264,0.00401653,39.1954078,1,E2020-SN0,75,10,2009,2020,-999,0.12,M-v,38h,MPCLINUX,2009 YT26,20200927
K09Y32K,6.07,0.15,K2175,324.04217,45.16137,109.96628,3.52422,0.0257217,0.00339617,43.8339061,2,E2021-VI3,118,11,2009,2021,-999,0.97,M-v,3Ek,MPCLINUX,2009 YK32,20211108
K10AF3V,7.3,0.15,K221L,14.45316,214.04528,268.26919,7.91856,0.2509625,0.00402415,39.1459454,0,MPO543512,91,10,2010,2020,-999,0.12,M-v,38h,Rudenko,2010 AV153,20200124
K10C55G,14.2,0.15,K221L,22.84588,81.74825,195.8323,146.11873,0.9095722,0.00553355,31.6568038,0,MPO456641,120,3,2010,2012,-999,0.49,M-v,38h,MPCLINUX,2010 CG55,20121218
K10D39C,17.13,0.15,K221L,3.61892,87.38582,133.36028,10.54467,0.9830467,0.00087332,108.3981169,9,MPO630349,15,1,-999,-999,2,0.43,M-v,3Ek,Pan,2010 DC39,20100218
K10DA6F,8.1,0.15,K221L,344.74892,179.60479,15.73181,28.76381,0.1503725,0.0059055,30.3131765,1,MPO466317,79,9,2010,2018,-999,0.22,M-v,38h,MPCW,2010 DF106,20180310
K10E65Q,6.5,0.15,K221L,19.14633,180.17243,337.69585,24.883,0.3998061,0.00213465,59.7382042,1,MPO473180,72,8,2010,2017,-999,0.26,M-v,38h,MPCLINUX,2010 EQ65,20170527
K10ED9L,5.6,0.15,K221L,37.24529,209.24568,331.26453,23.01745,0.0614683,0.00400667,39.2596723,2,MPO545772,167,8,2010,2020,-999,0.32,M-v,38h,MPCLINUX,2010 EL139,20200517
K10EH5X,99.99,0.15,K221L,12.33497,200.14048,267.86031,29.24751,0.9463358,0.00284808,49.2909903,9,MPO630349,10,1,-999,-999,1,0.52,M-v,3Ek,Pan,2010 EX175,20100305
K10F86X,4.7,0.15,K221L,291.1214,355.05972,311.11924,25.16788,0.0631225,0.00308259,46.7583577,2,MPO456668,147,6,2010,2017,-999,0.11,M-v,38h,MPCLINUX,2010 FX86,20170602
K10G34X,8.6,0.15,K221L,5.67127,357.09156,279.17662,11.53877,0.4290282,0.00630933,29.0055099,0,MPO456673,104,6,2010,2015,-999,0.25,M-v,38h,MPCLINUX,2010 GX34,20150905
K10G64W,14.9,0.15,K221L,8.60693,152.56199,301.82418,105.22699,0.9408216,0.00200403,62.3065835,0,MPO190721,36,2,2010,2010,-999,0.48,M-v,38h,MPCADO,2010 GW64,20101214
K10GE7W,13.29,0.15,K221L,1.96678,50.188,313.27633,99.89017,0.9694838,0.00042006,176.5751292,2,MPO659994,128,3,2009,2013,-999,0.85,M-v,3Ek,MPCLINUX,2010 GW147,20130313
K10H23M,10.92,0.15,K221L,31.93603,319.04127,256.77698,5.59476,0.5032699,0.00663519,28.0479076,9,E2021-M50,7,1,-999,-999,50,0.1,M-v,3Ek,Alexanders,2010 HM23,20100609
K10JC4H,14.6,0.15,K221L,6.64254,117.98174,135.51113,53.36355,0.9624003,0.00168131,70.0440829,0,MPO456701,58,2,2010,2011,-999,0.44,M-v,38h,MPCLINUX,2010 JH124,20110829
K10JC4J,6.7,0.15,K221L,4.18484,339.85462,268.8235,37.73064,0.7208607,0.00126401,84.7168854,1,MPO456701,21,4,2010,2018,-999,0.18,M-v,38h,MPCLINUX,2010 JJ124,20180614
K10JC4K,5.35,0.15,K221L,104.68887,221.8227,277.59864,15.49086,0.1135765,0.00383319,40.4354775,6,MPO545777,26,4,2010,2014,-999,0.33,M-v,3Ek,Bell,2010 JK124,20140604
K10JI4B,99.99,0.15,K221L,13.93694,46.24051,129.13885,18.69031,0.9313609,0.00329914,44.6891473,9,MPO630349,12,1,-999,-999,1,0.18,M-v,3Ek,Pan,2010 JB184,20100504
K10JL0F,6.5,0.15,K221L,321.16271,205.10894,341.99069,7.93006,0.0597196,0.00331452,44.5507963,2,MPO466325,80,8,2010,2018,-999,0.18,M-v,38h,MPCW,2010 JF210,20180308
K10JL0J,6.97,0.15,K221L,24.75383,102.51934,215.95051,7.16052,0.2561045,0.00280084,49.8436806,2,MPO649890,148,10,2010,2021,-999,0.8,M-v,3Ek,MPCLINUX,2010 JJ210,20210806
K10JL5E,8.33,0.15,K221L,5.58099,120.05276,128.53806,11.1841,0.5643455,0.00198739,62.6538856,2,E2021-BA4,91,6,2010,2016,-999,0.84,M-v,3Ek,Pike,2010 JE215,20160705
K10K39Z,4.2,0.15,K221L,261.29154,314.97355,53.21838,26.11213,0.0567052,0.00322853,45.3384339,3,MPO545778,48,4,2010,2015,-999,0.21,M-v,38h,Rudenko,2010 KZ39,20150304
K10L68P,9.1,0.15,K221L,56.38521,307.25488,262.1972,10.74549,0.030459,0.00448124,36.4365627,6,MPO200860,32,2,2010,2011,-999,0.25,M-v,38h,MPCW,2010 LP68,20110604
K10L68Q,7.6,0.15,K221L,327.88202,11.70265,306.33279,3.19136,0.2295693,0.00323764,45.2532944,5,MPO200860,74,2,2010,2011,-999,0.26,M-v,38h,MPCW,2010 LQ68,20110604
K10LD6B,6.11,0.15,K221L,4.96086,159.45639,132.52052,14.05319,0.2682798,0.00394899,39.6410899,2,MPO649896,88,9,2010,2021,-999,0.58,M-v,3Ek,MPCLINUX,2010 LB136,20210908
K10MB6R,6.7,0.15,K221L,19.20428,354.44798,351.64191,19.51568,0.4057693,0.00194013,63.6672308,0,MPO477627,79,13,2000,2018,-999,0.18,M-v,38h,MPCLINUX,2010 MR116,20180113
K10P66T,5.93,0.15,K221L,17.11266,204.14363,108.70084,18.42821,0.4387588,0.00195509,63.341915,2,E2021-VK0,117,10,2010,2021,-999,0.7,M-v,3Ek,Pan,2010 PT66,20211106
K10P75U,5.93,0.15,K221L,357.50774,256.40584,78.27878,8.89007,0.5885526,0.00120927,87.2544214,4,MPO660022,177,10,2010,2021,-999,0.62,M-v,3Ek,MPCLINUX,2010 PU75,20211002
K10P81O,9.94,0.15,K221L,1.18232,291.78265,187.86369,38.82758,0.6193464,0.00549949,31.7873512,9,MPO630349,51,1,-999,-999,16,0.2,M-v,3Ek,Pan,2010 PO81,20100919
K10Q07Q,5.96,0.15,K221L,8.59045,215.65043,76.08923,18.17251,0.6945724,0.00078498,116.384671,2,MPO649906,96,11,2010,2021,-999,0.83,M-v,3Ek,MPCLINUX,2010 QQ7,20210913
K10R45M,6.25,0.15,K221L,336.46901,295.72752,86.96631,19.05583,0.1582763,0.0030799,46.7855193,4,MPO649907,23,4,2010,2021,-999,0.56,M-v,3Ek,Pan,2010 RM45,20210913
K10R45N,5.78,0.15,K221L,292.16988,320.42112,123.31398,32.74344,0.1091556,0.00374073,41.0990592,4,MPO649907,39,8,2010,2021,-999,0.83,M-v,3Ek,MPCLINUX,2010 RN45,20210910
K10R64F,5.54,0.15,K2175,27.78279,210.23863,130.88169,28.66178,0.1794382,0.00346019,43.2914765,2,E2021-VI3,187,11,2002,2021,-999,0.63,M-v,3Ek,MPCLINUX,2010 RF64,20211108
K10R64N,5.5,0.15,K221L,285.42366,35.55305,68.53128,19.86753,0.0822067,0.00373321,41.1542396,3,E2021-W58,114,10,2010,2021,-999,0.77,M-v,3Ek,MPCLINUX,2010 RN64,20211125
K10RI8D,5.85,0.15,K221L,322.48683,350.42228,65.18035,27.94445,0.0622733,0.00379469,40.7085169,2,E2021-W71,134,11,2010,2021,-999,0.6,M-v,3Ek,MPCLINUX,2010 RD188,20211126
K10RI8F,5.25,0.15,K221L,250.99594,332.03861,178.23969,13.79836,0.2893542,0.00305881,47.00039,3,MPO649910,162,14,2001,2020,-999,0.75,M-v,3Ek,MPCLINUX,2010 RF188,20201015
K10RJ0J,6.8,0.15,K221L,336.23016,291.27823,86.24471,2.99046,0.0823242,0.00328964,44.7751699,2,MPO466333,102,9,2010,2018,-999,0.15,M-v,38h,MPCW,2010 RJ190,20180818
K10RJ0K,6.01,0.15,K221L,184.02165,214.61543,340.08058,6.61168,0.1881146,0.00394409,39.6738996,3,MPO649911,103,11,2009,2021,-999,1.08,M-v,3Ek,MPCLINUX,2010 RK190,20210810
K10S41B,8.03,0.15,K221L,4.99835,248.61773,139.44588,5.22077,0.2859626,0.00392673,39.7907723,2,E2021-W58,192,12,2008,2021,-999,0.81,M-v,3Ek,MPCLINUX,2010 SB41,20211126
K10T00J,5.49,0.15,K221L,14.93358,274.0413,91.24596,38.91777,0.3720436,0.00194585,63.5423461,2,E2021-VR4,167,11,2010,2021,-999,0.59,M-v,3Ek,MPCLINUX,2010 TJ,20211111
K10TI2J,9.18,0.15,K221L,2.34844,170.06956,232.63722,9.49631,0.2802911,0.00391142,39.8945021,3,E2021-V29,132,9,2008,2021,-999,0.36,M-v,3Ek,MPCLINUX,2010 TJ182,20211101
K10TI2L,6.5,0.15,K221L,355.10288,284.90773,114.41408,1.60791,0.0634533,0.00336928,44.0667959,1,MPO562271,116,11,2001,2020,-999,0.2,M-v,38h,MPCLINUX,2010 TL182,20200823
K10TI2N,6.9,0.15,K221L,70.73558,284.48456,27.4169,13.26995,0.1482642,0.00392044,39.8332714,1,MPO562271,60,9,2002,2020,-999,0.16,M-v,38h,MPCLINUX,2010 TN182,20200917
K10TI2P,6.62,0.15,K221L,337.74596,231.53171,209.90629,9.69785,0.1807514,0.00323075,45.3176402,3,MPO660037,138,11,2008,2021,-999,0.75,M-v,3Ek,MPCLINUX,2010 TP182,20211002
K10TJ1S,8.1,0.15,K221L,356.74581,296.41217,129.48066,6.56799,0.0478317,0.0059748,30.0783477,1,MPO473191,153,11,2000,2018,-999,0.16,M-v,38h,MPCLINUX,2010 TS191,20180113
K10TJ1T,7.8,0.15,K221L,175.37561,9.88548,249.27904,4.27865,0.0695628,0.00596433,30.1135376,2,MPO428286,21,6,1999,2015,-999,0.22,M-v,38h,MPCLINUX,2010 TT191,20151119
K10TJ2A,6.3,0.15,K221L,127.68215,32.86193,230.14231,17.96671,0.1074074,0.00359474,42.2044318,2,MPO562271,22,6,1999,2020,-999,0.13,M-v,38h,MPCLINUX,2010 TA192,20200917
K10TJ2D,6.5,0.15,K221L,33.93942,308.06316,76.89118,4.31746,0.0295895,0.00346264,43.2711197,2,MPO543600,21,6,2010,2020,-999,0.17,M-v,38h,Bell,2010 TD192,20200118
K10TJ2E,6.4,0.15,K221L,99.53794,288.90431,29.6082,21.23777,0.0574283,0.00370857,41.3363307,3,MPO428286,19,5,1999,2013,-999,0.13,M-v,38h,MPCLINUX,2010 TE192,20131030
K10TJ2F,6.1,0.15,K221L,280.09169,67.50377,78.08295,2.31315,0.0186085,0.00344252,43.4395559,3,MPO543600,27,6,2010,2020,-999,0.17,M-v,38h,Bell,2010 TF192,20200118
K10TJ2G,6.6,0.15,K221L,56.27766,33.35755,334.20944,1.32132,0.0616643,0.00336979,44.0623348,2,MPO428286,19,5,2004,2013,-999,0.12,M-v,38h,MPCLINUX,2010 TG192,20131203
K10TJ2K,6.6,0.15,K221L,350.62958,19.56848,24.86701,36.53406,0.1188981,0.00309734,46.6097585,1,E2020-UG0,67,9,2000,2020,-999,0.23,M-v,38h,MPCLINUX,2010 TK192,20201020
K10TJ5S,7.29,0.15,K221L,10.69574,219.26178,181.99536,15.48112,0.1283277,0.00395395,39.6078896,2,E2021-W71,76,8,2010,2021,-999,0.92,M-v,3Ek,MPCLINUX,2010 TS195,20211126
K10V11R,5.7,0.15,K221L,330.14207,34.10641,86.68024,30.94633,0.1424261,0.00369783,41.4163298,1,MPO456782,152,11,2000,2018,-999,0.29,M-v,38h,MPCW,2010 VR11,20180111
K10VM4X,6.37,0.15,K221L,294.70318,1.34351,152.73993,15.54911,0.2022447,0.00392937,39.7729425,3,E2021-VR4,195,17,1998,2021,-999,0.74,M-v,3Ek,MPCLINUX,2010 VX224,20211111
K10VP3D,6.2,0.15,K221L,156.31044,59.63636,205.07479,23.91921,0.0974235,0.00351381,42.8499591,2,MPO562287,171,10,2010,2020,-999,0.21,M-v,38h,MPCLINUX,2010 VD253,20200917
K10VP3E,9.97,0.15,K221L,21.09723,53.65427,341.81851,7.90419,0.4834399,0.00548721,31.8347479,2,E2020-OF1,71,8,2009,2017,-999,0.68,M-v,3Ek,Alexanders,2010 VE253,20170129
K10W09G,8.3,0.15,K221L,14.68051,292.87989,92.05522,70.30949,0.6495929,0.00252303,53.4385011,0,MPO456786,121,8,2009,2017,-999,0.22,M-v,38h,MPCLINUX,2010 WG9,20170313
K10W75M,6.02,0.15,K221L,333.5094,264.50976,223.12,22.58019,0.162064,0.00276143,50.3168643,3,E2021-UN7,85,9,2010,2021,-999,0.91,M-v,3Ek,MPCLINUX,2010 WM75,20211030
K10X91E,6.7,0.15,K221L,21.81893,244.68792,147.39953,17.77109,0.4605887,0.00196444,63.1408161,0,MPO473197,108,11,1998,2018,-999,0.18,M-v,38h,MPCLINUX,2010 XE91,20180103
K11BG3R,6.1,0.15,K221L,4.07749,19.96314,107.44137,24.79554,0.6047647,0.00104959,95.8934574,1,MPO543648,113,10,2010,2020,-999,0.2,M-v,38h,MPCLINUX,2011 BR163,20200420
K11BG3S,6.43,0.15,K221L,135.04709,206.89671,168.20793,4.59932,0.0555993,0.00343978,43.4626081,4,MPO599266,25,6,2005,2021,-999,0.38,M-v,3Ek,Alexanders,2011 BS163,20210111
K11BG3T,6.0,0.15,K221L,49.0791,110.43472,323.58612,32.76963,0.3354945,0.00251159,53.6006284,1,MPO428289,29,6,2005,2014,-999,0.17,M-v,38h,MPCLINUX,2011 BT163,20140306
K11BG3U,6.9,0.15,K221L,18.49529,324.74767,150.74249,21.51313,0.3748333,0.00228547,57.0801939,2,MPO473200,23,5,2011,2019,-999,0.19,M-v,38h,MPCW,2011 BU163,20190208
K11BH0N,6.77,0.15,K221L,355.42243,65.65991,83.20897,12.46696,0.5024105,0.0016803,70.0721356,4,E2021-VO7,94,10,2011,2021,-999,0.93,M-v,3Ek,MPCLINUX,2011 BN170,20211110
K11BH0O,6.92,0.15,K221L,8.43169,209.53526,296.08086,14.87717,0.1881387,0.00314588,46.1290155,2,MPO599266,107,8,2011,2021,-999,0.93,M-v,3Ek,Alexanders,2011 BO170,20210111
K11BH0P,6.6,0.15,K221L,3.42776,349.50546,163.87202,22.55515,0.5959289,0.00121817,86.828851,0,MPO466348,152,9,2010,2018,-999,0.18,M-v,38h,MPCW,2011 BP170,20180320
K11CB9W,7.4,0.15,K221L,14.94377,332.98876,157.79847,19.91324,0.3634519,0.0025938,52.4620588,1,MPO428289,16,5,2004,2014,-999,0.18,M-v,38h,MPCLINUX,2011 CW119,20140320
K11CB9X,6.4,0.15,K221L,128.19294,65.57349,323.87382,27.47308,0.1448366,0.00367622,41.5784541,2,MPO456792,43,6,2003,2015,-999,0.2,M-v,38h,MPCW,2011 CX119,20150227
K11CB9Y,6.7,0.15,K221L,352.93435,16.93686,178.234,21.89056,0.3647913,0.00200524,62.2815101,2,MPO473202,20,5,2011,2019,-999,0.16,M-v,38h,MPCW,2011 CY119,20190405
K11E90Y,7.0,0.15,K221L,346.02666,350.95307,241.25689,7.99631,0.2590517,0.00299607,47.6542327,1,MPO554332,119,9,2011,2020,-999,0.2,M-v,38h,Pike,2011 EY90,20200520
K11E90Z,6.6,0.15,K221L,10.21994,72.0271,86.9899,27.44849,0.0643251,0.00377476,40.8516418,2,MPO466351,65,7,2011,2018,-999,0.15,M-v,38h,MPCW,2011 EZ90,20180306
K11G89M,7.1,0.15,K221L,200.40487,16.79861,23.73603,17.35874,0.3045478,0.00257135,52.7669492,6,MPO389003,10,2,2011,2012,-999,0.36,M-v,38h,MPCW,2011 GM89,20120324
K11H60O,6.2,0.15,K221L,2.62782,242.49964,353.36696,22.2376,0.6112056,0.00107679,94.2716481,1,MPO456797,50,6,2011,2017,-999,0.23,M-v,38h,MPCLINUX,2011 HO60,20170625
K11H83P,4.9,0.15,K221L,18.69946,210.32304,12.42713,28.67242,0.3102487,0.00258795,52.5410397,3,MPO545808,25,4,2011,2018,-999,0.16,M-v,38h,Bell,2011 HP83,20180804
K11HA2M,8.4,0.15,K221L,39.10657,155.85359,100.97294,29.34069,0.0832994,0.00590945,30.299679,1,MPO473207,159,7,2011,2018,-999,0.09,M-v,38h,MPCLINUX,2011 HM102,20180524
K11HA2Z,9.2,0.15,K221L,40.19381,94.61984,154.72452,2.39184,0.0087823,0.00343977,43.4627129,3,MPO413624,79,5,2011,2016,-999,0.13,M-v,38h,MPCLINUX,2011 HZ102,20160605
K11HA3D,8.4,0.15,K221L,244.9205,302.53967,121.21254,5.7089,0.2556675,0.0033396,44.3274964,4,MPO256132,24,2,2011,2012,-999,0.06,M-v,38h,MPCW,2011 HD103,20120420
K11HA3E,9.5,0.15,K221L,173.97957,212.82468,260.44108,6.811,0.0771067,0.00337642,44.0046684,4,MPO256132,24,2,2011,2012,-999,0.07,M-v,38h,MPCW,2011 HE103,20120419
K11HA3F,8.5,0.15,K221L,88.87291,42.98177,152.4585,3.05082,0.0468684,0.00346487,43.2525019,2,MPO413624,30,4,2011,2016,-999,0.09,M-v,38h,MPCW,2011 HF103,20160630
K11HA3J,7.5,0.15,K221L,342.94959,189.88933,126.38203,5.32929,0.1622335,0.00306411,46.9461195,3,MPO446914,36,4,2011,2017,-999,0.13,M-v,38h,MPCLINUX,2011 HJ103,20170623
K11HA3K,8.4,0.15,K221L,328.62894,228.42553,121.12742,6.40616,0.3176944,0.00249838,53.7893772,2,MPO413625,63,3,2011,2014,-999,0.12,M-v,38h,MPCLINUX,2011 HK103,20140627
K11HA4N,8.0,0.15,K221L,25.9096,54.43129,161.5662,17.48228,0.2932177,0.00396899,39.5078058,1,MPO466356,127,8,2011,2018,-999,0.18,M-v,38h,MPCW,2011 HN104,20180701
K11J31W,9.3,0.15,K221L,324.17016,125.05354,209.07214,1.87087,0.1021848,0.00316759,45.918038,3,MPO413625,46,4,2011,2016,-999,0.08,M-v,38h,MPCLINUX,2011 JW31,20160630
